Title,Author,Quantity,Genre
Rube Golberg's Simple Normal Definitely Different Day Off,Jennifer George,1,General Knowledge
Rube Goldberg's: Simple Normal Definitely Different Day Off,Jennifer George,1,General Knowledge
Ruby Holler,Sharon Creech,1,General Knowledge
ruby the copycat,peggy rathmann,1,General Knowledge
Ruby the Red Fairy,Daisy Meadows,1,General Knowledge
Ruby's Falling Leaves,Grosset & Dunlop,1,General Knowledge
Rufferella,Vanessa Gill-Brown,1,General Knowledge
Rufus M.,Eleanor Estes,1,General Knowledge
rugrats twin trouble,luke david,1,General Knowledge
"Rulers and their Times, Elizabeth and Tudor England",Miriam Greenblatt,1,General Knowledge
Rules,Cynthia Lord,3,General Knowledge
Run with the Wind,Caroline Pitcher,1,General Knowledge
Runaway Ralph,Beverly Cleary,3,General Knowledge
Runaway Twin,Etgar Keret,2,General Knowledge
Running for public office,Sarah de capua,1,General Knowledge
Running Out of Time,Margaret Peterson Haddis,1,General Knowledge
Running Out of Time,Margaret Peterson Haddix,4,General Knowledge
Runny Babbit,Shel Silverstein,1,General Knowledge
Ruth Law Thrills A Nation,Don Brown,1,General Knowledge
sable,karen hesse,1,General Knowledge
Sabotage!,Shane Breaux,1,General Knowledge
Sabotaged,Margaret Peterson Haddix,1,General Knowledge
sacajawea,joseph bruchac,1,General Knowledge
Sadako and the Thousand Paper Cranes,Eleanor Coerr,2,General Knowledge
Sadie and the Snowman,Allen Morgan,3,General Knowledge
Sahara Special,Esme Raji Codell,2,General Knowledge
Sahara Special,Esme' Raji Codell,1,General Knowledge
Saint Clare of Assisi,Marianne Lourraine Throuve,1,General Knowledge
Saint Francis of Assisi,Robert F Kennedy Jr.,1,General Knowledge
Saint George and the Dragon,Margaret Hodges,1,General Knowledge
Saint Louis Armstrong Smith,Brenda Woods,1,General Knowledge
Saint Nicholas,Julie Stiegemeyer,1,General Knowledge
Saint Therese of Lisieux,Marie Bauouin-Croix,1,General Knowledge
Saint Valentine,Robert Sabuda,1,General Knowledge
"Saints of the Catholic Missions, Mission Paintings of the Spanish and Mexican Eras",Bellerophon,1,Languages
"Salt in his Shoes, Micheal Jordan in Pursuit of his Dreams",Deloris Jordan,1,General Knowledge
SAM,Ann Herbert Scott,2,General Knowledge
Sam and the Lucky Monkey,Karen Chinn,1,General Knowledge
"Sam, Bangs & Moonshine",Evaline Ness,3,General Knowledge
Samantha Learns A Lesson: A School Story,Susan S. Adler,1,Literature
Samantha Saves the Day,Valerie Tripp,1,General Knowledge
Samantha's Craft Book,Rebecca Sample Bernstein,1,General Knowledge
Samantha's Special Talent,Sarah Masters Buckeyx,1,Literature
Samantha's Suprise,Maxine Rose Schur,1,General Knowledge
Samantha's Surprise,Maxine Rose Schur,1,General Knowledge
Samantha's Winter Party,Valerie Tripp,1,Arts and Recreation
Samir and Yonatah,Daniella Carmi,1,General Knowledge
Sammy Eyes and the Sisters of Mercy,Wendelin Van Draanen,2,General Knowledge
Sammy Keyes and the curse of moustache mary,Weindelin Van Draanen,1,General Knowledge
Sammy keyes and the curse of moustache mary,Wendelin Van Draanen,1,General Knowledge
sammy keyes and the hollywood mummy,wendelin van draanen,1,General Knowledge
Sammy Keyes and the Hotel Theif,Wendelin Van Draanen,1,General Knowledge
Sammy Keyes and the Hotel Thief,Wendelin Van Draanen,2,General Knowledge
Sammy Keyes and the Sisters of Mercy,Wendelin Van Draanen,2,General Knowledge
Sammy Keyes and the Skeleton Man,Wendelin Van Draanen,1,General Knowledge
Sammy The Seal,Syd Hoff,2,General Knowledge
Samuel Eaton's Day,Kate Waters,2,General Knowledge
Sand Dollar Summer,Kimberly K. Jones,1,General Knowledge
Santa Calls,William Joyce,2,General Knowledge
santa claus doesnt mop floors,debbie dabey,1,General Knowledge
santa claus inc,linda ford,1,General Knowledge
"Santa Claus, Inc.",Linda Ford,1,General Knowledge
"Santa Mouse, Where Are You? ",Michael Brown,1,General Knowledge
Santa paws and the new puppy,Nicholas Edwards,1,General Knowledge
santa paws come home,nicholas edwards,1,General Knowledge
Santa Paws on Christmas Island,Nicholas Edwards,1,General Knowledge
"Santa Paws, Come Home",Nicholas Edwards,1,General Knowledge
Santa’s Eleven Months Off,Mike Reiss,1,General Knowledge
Sarah Bishop,Scott O’Dell,1,General Knowledge
sarah morton's day,kate waters,2,General Knowledge
sarah plain and tall,patricia maclachlan,2,General Knowledge
"Sarah, Plain and Tall",Patricia MacLachlan,4,General Knowledge
Saturday Market,Patricia Grossman,1,General Knowledge
Saturday Sancocho,Leyla Torres,1,General Knowledge
saturn,dennis fradin,1,General Knowledge
Saving Grasshopper,Eve Tonkin,1,General Knowledge
Saving Shiloh,Phyllis Reynolds Naylor,1,General Knowledge
Saving the World and Other Extreme Sports Maximum Ride,James Patterson,1,Arts and Recreation
savvy,ingrid law,1,General Knowledge
say ahhhh dora goes to the doctor,phoene beinstein,1,General Knowledge
Scared to Death,Hanna N. Malcolm,1,General Knowledge
Scared to Death,"Malcolm, Hannah N.",1,General Knowledge
Scarlette Beane,Karen Wallace,1,General Knowledge
Scat,Carl HIaasen,1,General Knowledge
Scavenger Hunt - Dora the Explorer,Bob Roper,1,General Knowledge
"Scholastic Science Readers, SHARKS",Brenda Z. Guiberson,1,Science
"Scholastic Science Readers, Solar System",Gregory Vogt,1,Science
"Scholastic, Encyclopedia of the North America Indian",James Ciment,1,General Knowledge
School of Fear,Gitty Daneshvari,3,General Knowledge
School's In!,Tomie dePaola,1,General Knowledge
School's Out-Forever,James Patterson,1,General Knowledge
Science And Your Body,Rebecca Heddle,1,Science
Science Dictionary of Space,James Richardson,1,Science
Science Experiments You Can Eat,Vicki Cobb,1,Science
Science in a Bottle,Sandra Markle,3,Science
Science in Ancient Egypt,Geraldine Woods,1,Science
Science in Ancient Rome,Jacqueline L. Harris,1,Science
science in early islamic cultures,george beshore,1,Science
science in the kitchen,rebecca heddle,1,Science
Science of the Early Americas,Geraldine Woods,1,Science
Science Project Ideas About the Moon,Robert Gardner,6,Science
Science Project Ideas About the sun,Robert Gardner,3,Science
Science Suprise,Sandra Markle,1,Science
Scince in a bag,Sandra Markle,1,General Knowledge
scooby doo calculator book,julie komorn,1,General Knowledge
"Scooby-Doo and Aliens, Too",Davis Doi and Lance Falk,1,General Knowledge
Scooby-Doo and the Cactus Creature,James Gelsey,1,General Knowledge
Scooby-Doo and the case of the theatre phantom,James Gelsey,1,General Knowledge
Scooby-Doo and the Farmyard Fright,"James, Gelsey",1,General Knowledge
Scooby-Doo and the Gruesome Goblin,James Gelsey,1,General Knowledge
Scooby-Doo and the Haunted Castle,James Gelsey,1,General Knowledge
Scooby-Doo and the Hoopstick Horror,James Gelsey,1,General Knowledge
Scooby-Doo and the howling Wolfman,James Gelsey,1,General Knowledge
Scooby-Doo and the Karate Caper,James Gelsey,1,General Knowledge
Scooby-Doo and the Monster Menance,James Gelsey,1,General Knowledge
Scooby-Doo and the Mummy's Curse,James Gelsey,1,General Knowledge
Scooby-Doo and the Seahore Slimer,James Gelsey,1,General Knowledge
Scooby-Doo and the Zombies Treasure,James Gelsey,1,General Knowledge
Scooby-Doo Vanishing Valentines,Robin Wasserman,1,General Knowledge
Scooby-Doo! and the Fairground Phantom,James Gelsey,1,General Knowledge
Scooby-Doo! and the Scary Snowman,Mariah Balaban,1,General Knowledge
Scooby-Doo! and the Spooky Strikeout,"James, Gelsey",1,General Knowledge
Scooby-Doo! and the Sunken Ship,James Gelsey,1,General Knowledge
Scooby-Doo! Shiny Spooky Knights,Gail Herman,1,General Knowledge
Scooby-Doo! Shiny Spooky Knights,Gail Herman8,1,General Knowledge
Scooby-Doo! The Apple Thief,Gail Herman,1,General Knowledge
Scooby-Doo! The Catnapped Caper,Maria S. Barbo,1,General Knowledge
Scooby-Doo! The Haunted Ski Lodge,Gil Herman,1,General Knowledge
Scoooby-Doo! and the Groovy Ghost,James Gelsey,1,General Knowledge
Scorpions,Walter Dean Myers,1,General Knowledge
"Scorpions, The New Creepy Crawly Collection",Tamara Green,1,General Knowledge
Scorpions: The Creepy Crawly Collection,Tamara Green,1,General Knowledge
"Scream Shop, Eye Spy Alien",Tracey West,1,General Knowledge
"Scream Shop, Revenge of the Gargoyle",Tracey West,1,General Knowledge
Scream Shop: Eye Spy Aliens,Tracey West,1,General Knowledge
Scream Shop: Revenge of the Gargoyle,Tracey West,2,General Knowledge
"Screamers, The Trap Door & Other Stories to Twist your Mind",Don Wulffson,1,Literature
Scuffy the Tuboat,Gertrude Campton,1,General Knowledge
Sea and Cedar,Louis McConkey,1,General Knowledge
Sea Creatures,Jen Green,1,General Knowledge
Sea Otters,Evelyn Shaw,1,General Knowledge
sea turtles,caroline arnold,1,General Knowledge
Seaberry Mystery,Sonia Sander,1,General Knowledge
"Seal Pup Grows Up, The Story of a Harbor Seal",Kathleen Weidner Zoehfeld,1,Literature
Search for the Dragon Ship,Tony Abbott,1,General Knowledge
Seasons,Illa Podendorf,1,General Knowledge
Second Grade-Friends Again,Miriam Cohen,1,General Knowledge
Second-Grade Friends,Miriam Cohen,1,General Knowledge
Second-Grade Pig Pals,Kirby Larson,2,General Knowledge
Second-Grade Star,Nancy Alberts,1,General Knowledge
Secret Admirer,R.L. Stine,1,General Knowledge
secrets of the andes,ann nolan clark,1,General Knowledge
Secrets of the Mummies,Harriet Griffey,1,General Knowledge
Sector 7,David Wiesner,1,General Knowledge
seekers great bear lake,erin hunter,1,General Knowledge
Seldovia Sam and the Sea Otter Rescue,Susan Woodward Springer,1,General Knowledge
Seldovia Sam and the Very Large Clam,Susan Woodward Springer,1,General Knowledge
Selected poems,Robert Frost,1,General Knowledge
sepron the sea serpent,adam blade,1,General Knowledge
Serena Katz,Charlotte Pomerantz,1,General Knowledge
Seven Blind Mice,Ed Young,2,General Knowledge
seven candles for kwanzza,andrea davis pinkney,1,General Knowledge
Seven Foolish Fishermen,Beverley Randell,1,General Knowledge
Seven iin One Blow,Freire wright & Michael Foremaris,1,General Knowledge
Seven in One Blow,Freire Wright & Michael Foremaris,1,General Knowledge
Seven Loaves of Bread,Ferida Wolff,1,General Knowledge
Seven-Day-Magic,Edward Eager,3,Arts and Recreation
Shades of Gray,Carolyn Reeder,1,General Knowledge
Shadow of a Bull,Maja Wojciecjowska,1,General Knowledge
shadow of the dragon,sherry garland,1,General Knowledge
Shadowgate (Dragons of Deltora #2),Emily Rodda,2,General Knowledge
Shadows on the Sea,Joan Hiatt Harlow,1,General Knowledge
Shadrach,Meindert deJong,1,General Knowledge
shannon the ocean fairy,daisy meadow,1,General Knowledge
"Sharf Attack; Underfoodle, and the Secret of Life",Mary Amato,3,General Knowledge
Shark Lady,Ann McGovern,2,General Knowledge
Shark Lady - The Adventures of Eugenie Clark,Ann McGovern,1,Literature
shark man,rodney fox,1,General Knowledge
Shark Tooth Tale,Abby Klein,1,Literature
Shark ward,Ej Altbacker,1,General Knowledge
Shark Watch!,Schoolastic,1,General Knowledge
Shark!,"David Burnie, Miranda Smith",1,General Knowledge
Shark-A-Phobia,Grace Norwich,1,General Knowledge
Sharks,Brenda Z. Guiberson,1,General Knowledge
sharks,jonathan miller,1,General Knowledge
Sharks!,Adrienne Betz,1,General Knowledge
sharks!,janet palazzo-craig,1,General Knowledge
Sharks!,Michael Candelaria,1,General Knowledge
Shattered,Jennifer Armstrong,2,General Knowledge
She Sells Seashells: A Tongue Twister Story,Gra,1,Literature
sheep,valerie hobbs,1,General Knowledge
Sheep,Will Hobbs,1,General Knowledge
Sheep on a Ship,Nancy Shaw,1,General Knowledge
sheepdog in the snow,ben baglio,1,General Knowledge
"Sheila Rae, the Brave",Kevin Henkes,1,General Knowledge
shella rae the brave,kevin henkes,1,General Knowledge
Shelter Dogs,Peg Kehret,1,General Knowledge
Sherman Came for a Visit,Susan Kochan,1,General Knowledge
"Shiella Rae, The Brave",Kevin Henkes,1,General Knowledge
Shiloh,Phyllis Reynlds Naylor,1,General Knowledge
Shiloh,Phyllis Reynolds Naylor,2,General Knowledge
Shiloh Season,Phyllis Reynolds Naylor,1,General Knowledge
Shipwreck Detectives,Julia Wall,1,General Knowledge
shipwreck on the pirate islands,geronimo stilton,1,General Knowledge
Shipwreck Saturday,Bill Cosby,1,General Knowledge
Shoefull of Shamrock,Mary Francis Shura,1,General Knowledge
Shoeless Joe & Me,Dan Gutman,2,General Knowledge
shoo fly guy,tedd arnold,1,General Knowledge
"Shoo, Fly Guy!",Tedd Arnold,2,General Knowledge
Shooting the Moon,Francis 'oRoark Dowell,1,General Knowledge
show me your smile,christine ricci,1,General Knowledge
Showdown at the Arcade,Mercer Mayer,1,General Knowledge
Showoffs,Bernard Stonehouse,1,General Knowledge
Shrek,Mark Evanier,1,General Knowledge
Sideway Stories from Wayside School,Louis Sachar,1,Literature
Sideways Arithmetic From Wayside School,Louis Sachar,2,General Knowledge
Sideways Stories From Wayside School,Louis Sachar,4,Literature
Silly Sally,Audrey Wood,1,General Knowledge
Silly Tilly and the Easter Bunny,Lillian Hoban,1,General Knowledge
Silly Tilly's Valentine,Lillian Hoban,1,General Knowledge
SilverFin,Charlie Higson,1,General Knowledge
Silverlicious,Victoria Kann,1,General Knowledge
simple normal definitely different day off,rube goldberg,1,General Knowledge
Sing a Song of Popcorn,"Beatrice Schenk de Regniers, Eva Moore, Mary Michrals White, & Jan Carr",1,General Knowledge
Sing Down the Moon,Scott O'Dell,3,General Knowledge
sing down the moon,scott odell,2,General Knowledge
sing song sophie,dayle ann dodds,1,General Knowledge
Sint Francis And The Animals,Leo Politi,1,Science
sirens and sea monsters,mary pope osborne,1,General Knowledge
Sister of the Bride,Beverly Cleary,1,General Knowledge
Sister Wendy's: Story of Christmas,Prestel,1,Literature
Sitka Rose,Shelley Gill,1,General Knowledge
sitting ducks,michael bedard,1,General Knowledge
six crows,leo lionn,1,General Knowledge
Six Sick Sheep,Joanna Cole & Stephanie Calmenson,1,General Knowledge
Sixth Grade Secrets,Louis Sachar,1,General Knowledge
Skateboard Tough,Matt Christopher,3,General Knowledge
Skeleton - Discover the structure and workings of skeletons - both human and animal,Steve Parker,1,Science
skeleton key,anthony horowitz,1,General Knowledge
Skeletons Don't Play Tubas,Debbie Dadey,1,General Knowledge
Skunny Wundy,Arthur C. Parker,1,General Knowledge
Skye's the Limit,Megan Shull,1,General Knowledge
Skyfire,Frank Asch,1,General Knowledge
Skylark,Patricia MacLachlan,4,General Knowledge
Slapshots Cup Crazy,Gordon Korman,1,General Knowledge
Sleepless Beauty,Frances Minters,1,General Knowledge
Sleepy Time Olie,William Joyce,1,General Knowledge
Slyvester and the Magic Pebble,William Steig,1,Arts and Recreation
Small Faces,Gary Soto,1,General Knowledge
Small Steps,Louis Sacher,1,General Knowledge
smart about money a rich history,jon anderson,1,Literature
Smart Dog,Vivian Vande Velde,1,Arts and Recreation
Smasher,Dick King-Smith,1,General Knowledge
Smoking Stinks,Kim Gosselin,1,General Knowledge
smoking stint,kim gosselin,1,General Knowledge
Snack Snatcher,Gail Herman,1,General Knowledge
Snail Mail No More,Paul Danziger & Ann M. Martin,1,General Knowledge
"Snarf Attack Underfoodle, and the Secret of Life The Riot Brothers Tell All",Mary Amato,1,General Knowledge
"Snip, Snip... Snow!",Nancy Poydar,1,General Knowledge
Snot Stew,Bill Wallace,1,General Knowledge
snow dance,lezlie evans,1,Arts and Recreation
Snow Family,Daniel Kirk,3,General Knowledge
Snow Moon,Nicholas Brunelle,1,General Knowledge
Snow Treasure,Marie McSwigan,1,General Knowledge
Snowflake Bentley,Jacqueline Briggs Martin,1,General Knowledge
Snowshoe Thompson,Nancy Smiler Levinson,1,General Knowledge
so much to live for,lurlene mcdaniel,1,General Knowledge
"So Weird, Strangeling",Cathy East Dubowski,1,General Knowledge
So Weird: Strangeling,Tom J. Astle,1,General Knowledge
So You Want To Be a Wizard,Diane Duane,1,General Knowledge
"So, Now you Know...",Harry Bright & Harlan Briscoe,1,General Knowledge
"Soar to Success, There's a Wold in the Classroom!",Bruce Weide & Patricia Tucker,1,General Knowledge
Soccer Game!,Grace Maccarone,1,Arts and Recreation
"Soccer Stars, Christiano Ronaldo",Brianna Battista,18,Arts and Recreation
Soldier Boy,Brian Burks,2,General Knowledge
some good news,wendy anderson halperin,1,General Knowledge
Someday Angeline,Louis Sachar,1,General Knowledge
someone bigger,jonathan emmett,1,General Knowledge
Something BIG Has Been Here,Jack Prelutsky,2,General Knowledge
Something for Joey,Jerry McNeely,1,General Knowledge
Something under the bed is drooling,Bill Watterson,1,General Knowledge
Sometimes I don't like School,Paula Z. Hogan,1,General Knowledge
Somewhere in the Ocean,Jennifer Ward and T.J. Marsh,1,General Knowledge
